Rank,Title,Username,Rating,Score,Performance,Team
727,,donquinteros,1337,4,1179,
728,,Luk1_ryoiki,974,4,1167,
729,,Zlskliar_4,1165,4,1111,
730,,jsjwdawdjfefewfegre4,1000,4,1099,
731,,rodrigo_severi,1106,4,1074,
732,,Khrisstian222,1288,4,1060,
733,,Marinetti5,1004,4,1051,
734,,Thomas-Luck,1058,4,1046,
735,,sedocu9,1093,4,1018,
736,,luisneyra,1082,4,1014,
737,,Rodri_MG19,786,4,978,
738,,alemonval,857,4,970,
739,,marcelo_uribe,897,4,954,
740,,Lukariok,1041,4,950,
741,,andresxerez,996,4,923,
742,,AndresGutierrez4C,1219,4,870,
743,,Andresvelez4B,1118,4,830,
744,,NOELBERTA,1952,3,2201,
745,,urieltesio97,2008,3,1985,
746,,Santopromegachess,1180,3,1726,
747,,arnau_uyyeas,1530,3,1632,
748,,Moller1803,1731,3,1591,
749,,Mateo682,1282,3,1470,
750,,Joaquinax-steel,1643,3,1470,
751,,Trapija,1361,3,1444,
752,,KingArthurSV,1765,3,1383,
753,,moralejaaa,1464,3,1375,
754,,IRengOI,1051,3,1228,
755,,Diekko,1028,3,1218,
756,,fermaj,1183,3,1092,
757,,fcm5c,1040,3,1090,
758,,alejandrovenegas,1402,3,1078,
759,,Huevos368,960,3,1012,
760,,Tomyar05,1094,3,1010,
761,,JulianPoirot,917,3,950,
762,,MiguelQuijano,1176,3,862,
763,,Blackberkut,2218,2,2452,
764,,Camaleon9,1834,2,2334,
765,,JM_Ortiz,2106,2,2333,
766,,Albertoxadrez,2112,2,2233,
767,,Encomenta511,1135,2,2232,
768,,Mgusano,1995,2,2200,
769,,sastals,1466,2,2000,
770,,etxepareikasle,2090,2,2000,
771,,plazzzz,1727,2,1960,
772,,JohnEdison04,1762,2,1932,
773,CM,Marxivsko,2076,2,1857,
774,,Fenixofire,1929,2,1804,
775,,Kuira_ba,1318,2,1798,
776,,Valquiria,2070,2,1794,
777,,quilofra,1453,2,1790,
778,,AngelchessReal,1828,2,1786,
779,,JosemanuelBM,1733,2,1773,
780,,aaronnogal,1775,2,1746,
781,,Leningrado1999,1647,2,1736,
782,,jcalvarezv,1627,2,1686,
783,,MASTERDIEGO2006,1231,2,1669,
784,,Naicol_033,1739,2,1664,
785,,FrancoEJM,1580,2,1633,
786,,Abde21114,1450,2,1625,
787,,ProRoblox69,1228,2,1623,
788,,Lagbz,1830,2,1612,
789,,juliancarena11,1373,2,1545,
790,,frankooa,1081,2,1527,
791,,Ivo666,1231,2,1513,
792,,MANUESANDOJ_2005,2108,2,1490,
793,,ar92,1209,2,1488,
794,,Val3m,1486,2,1465,
795,,Nes2862,1460,2,1457,
796,,ElDePoRaBlE,1414,2,1437,
797,,MrJesusChesssPlayer,1603,2,1407,
798,,aaa_29292,1649,2,1369,
799,,sevatrix120,1631,2,1351,
800,,Vadiaz,1304,2,1348,
801,,K-I-R-A,1004,2,1335,
802,,ramirogas,1328,2,1329,
803,,AbrahamUchiha2034,1368,2,1325,
804,,Dama_enby,1527,2,1293,
805,,Catacroc,1211,2,1288,
806,,Juan_Pablo_Toloza,1407,2,1285,
807,,MrCarlosHz,1049,2,1270,
808,,kevinc33,1727,2,1267,
809,,SLion25,1211,2,1257,
810,,joac0oo,1065,2,1208,
811,,johanglez,1539,2,1205,
812,,Eldiosdelajedrez2021,1408,2,1198,
813,,Copernito,1647,2,1197,
814,,reymundo98,1192,2,1188,
815,,Miguel_Angel_92,1265,2,1182,
816,,abrelosojos,1194,2,1177,
817,,diegoh464,958,2,1162,
818,,eroncoroni,1044,2,1151,
819,,AllTucan,677,2,1134,
820,,TadeoFp,1131,2,1103,
821,,Hugosendra05,1167,2,1102,
822,,Ferdx,1374,2,1092,
823,,GabyochoNashei,1418,2,1078,
824,,juguillos,1272,2,1070,
825,,L_Lawliet95a,1726,2,1064,
826,,Axwell1450,1267,2,1060,
827,,Aphephor,1049,2,1054,
828,,k-BW,1030,2,1042,
829,,BrayanA22mvp,1058,2,1039,
830,,BryanNz,1057,2,1036,
831,,Dinocraft16,863,2,980,
832,,PereiraSan,1043,2,967,
833,,alexmeister12,1397,2,967,
834,,ELPabloFachero55,1044,2,951,
835,,ElNicoAjedrecista,996,2,923,
836,,NycoLini,1129,2,831,
837,,JuanchoRZ,1118,2,792,
838,,tatomar,864,2,784,
839,,Suxsar,672,2,624,
840,,Belzun,1371,1,1337,
841,,vdanielsan,1201,1,1193,
842,,MichaelScott2222,1507,1,1181,
843,,Carlos2030,1415,1,1113,
844,,ponpokopin,1156,1,1045,
845,,lorduncash,895,1,1000,
846,,pmarsanz,1615,1,972,
847,,MapaTeQuiero,2454,0,,
848,,Kikidrive5g,2016,0,2418,
849,,VictorGC2020,2397,0,,
850,,GutiRaf,2313,0,,
851,,somethingandotherthi,2304,0,,
852,,matekp20,2304,0,,
853,,Kortatu,2284,0,,
854,,SEBASTIANEK,2283,0,,
855,NM,coco_cr,2257,0,,
856,,ItsRoqueee,2253,0,,
857,,eshvenikov01,2246,0,,
858,,Matematillo,2235,0,,
859,,Jparras32,2272,0,2220,
860,,agustin_RN,2204,0,,
861,,Askeladd23,2202,0,,
862,,Kln3,2178,0,,
863,,andreykin_01,2159,0,,
864,,Nichothh,2153,0,,
865,,Doctor_Zhivago,2152,0,,
866,,juanky11,2147,0,,
867,,javierletona,2142,0,,
868,,JesusJael10,2129,0,,
869,,Dr_Nitsuga,2111,0,,
870,,Marcelox,2107,0,,
871,,Luis_chesito,2091,0,,
872,,NOTJORGE,2090,0,,
873,,AdriGon27,2086,0,,
874,,discipleslord,2076,0,,
875,,LuisHer1234,2070,0,,
876,,ajedrezconzeta,2063,0,,
877,,Frank_jk,2062,0,,
878,,Kuidate,2061,0,,
879,,Objetivomf,2042,0,,
880,,rubenkoff,2040,0,,
881,,Death_Note08,2038,0,,
882,,gambitodeporablea1,2033,0,,
883,,Schiocca,2016,0,,
884,,roadto2249,2014,0,,
885,,jonathan945,2013,0,,
886,,Rey_Esimio,2007,0,,
887,,Hectly,2004,0,,
888,,Chesskuarov7,2002,0,,
889,,Samer09,2002,0,,
890,,rautol,1997,0,,
891,,christianallen,1995,0,,
892,,FFerNando10,1991,0,,
893,,Augustovich,1979,0,,
894,,eloyoff34,1978,0,,
895,,Condicional,1967,0,,
896,,blackIne22,1966,0,,
897,,unamu,1956,0,,
898,,CsOiN,1956,0,,
899,,Rachmaninoff23,1954,0,,
900,,cute_wolfy1,1944,0,,
901,,FelipeSuta,1934,0,,
902,,UchoMetriks,1934,0,,
903,,Joaquincazotajedrez,1932,0,,
904,,itsuki31,1927,0,,
905,,ChrisZaLa,1924,0,,
906,,LuisFZamora,1924,0,,
907,,valdi_xks2020,1923,0,,
908,,Ricardoo_Au,1919,0,,
909,,RoiRizo23,1918,0,,
910,,JuanC95,1912,0,,
911,,julkies,1908,0,,
912,,MatiasEscobar,1908,0,,
913,,marvella19,1908,0,,
914,,TheMrKev,1901,0,,
915,,euso,1894,0,,
916,,FrankV2699,1888,0,,
917,,cdurbinab,1887,0,,
918,,PabloEscalante_UNDC,1887,0,,
919,,DenaliiGMT,1884,0,,
920,,R_Munoz,1882,0,,
921,,Juannor,1880,0,,
922,,maykel3920,1880,0,,
923,,G2Mario,1880,0,,
924,,onlyonlineaccount20,1871,0,,
925,,yafazuda,1867,0,,
926,,Shevizuki,2368,0,1865,
927,,Patosbenito,1864,0,,
928,,AbrahamCruz,1860,0,,
929,,TetoyO,1855,0,,
930,,Jose_David88,1851,0,,
931,,Jhon1M,1848,0,,
932,,lucho9611,1845,0,,
933,,tzarluv,1841,0,,
934,,ArtVe23,1840,0,,
935,,USILlAlejandroM,1839,0,,
936,,AntonioAM,1838,0,,
937,,Aquiles20,1833,0,,
938,,jarcast,1832,0,,
939,,biohazard84,1832,0,,
940,,RubenIguazu1982,1829,0,,
941,,TrainerPedro10,1828,0,,
942,,Yesuax,1825,0,,
943,,Fedex-pro,1823,0,,
944,,sergiocornejo,1821,0,,
945,,Cesar_2006,1821,0,,
946,,Geicobs,1816,0,,
947,,nopensil,1816,0,,
948,,Freyd3r,1814,0,,
949,,TeChamameo,1812,0,,
950,,Ajedrez1237,1810,0,,
951,,Rey_Phantom,1805,0,,
952,,Pertoru,1805,0,,
953,,Joaquinoddone,1801,0,,
954,,juanma1968,1796,0,,
955,,Leonamantedelajedrez,1789,0,,
956,,Roxana-Peru,1787,0,,
957,,santimera,1787,0,,
958,,Riki112803,1784,0,,
959,,ivaderetro,1783,0,,
960,,montacarga,1783,0,,
961,,visionj,1782,0,,
962,,Alexeitor12,1781,0,,
963,,LearningScience,1781,0,,
964,,charlie94fr,1781,0,,
965,,Arturomalo,1780,0,,
966,,chatnoir21,2091,0,1773,
967,,sergioalejos,1768,0,,
968,,Rampla,1764,0,,
969,,Forzaorizon,1763,0,,
970,,ivanbravo,1762,0,,
971,,Cab_allo75,1761,0,,
972,,Jramosh,1757,0,,
973,,DavidML_47,1757,0,,
974,,itus88,1757,0,,
975,,carlosgael784,1756,0,,
976,,kramoabel,1751,0,,
977,,Bidblain,1748,0,,
978,,MugiwarAlex,1748,0,,
979,,campoelectrico,1744,0,,
980,,Altuzarra2002,1739,0,,
981,,PabloAD667,1736,0,,
982,,Diegofc27,1735,0,,
983,,jpdmayo1986,1733,0,,
984,,Erickyahir,1733,0,,
985,,CRISKASPAROV,1732,0,,
986,,CarlosDx2003,1729,0,,
987,,Matias017,1726,0,,
988,,Adrian_Gonzales,1719,0,,
989,,BsMustang,1719,0,,
990,,caballo111,1716,0,,
991,,lebygreen,1715,0,,
992,,kosciuk,1714,0,,
993,,Adri89,1714,0,,
994,,JuanB11,1714,0,,
995,,GonzalezNico,1714,0,,
996,,el_likas,1702,0,,
997,,k03a,1701,0,,
998,,ACUNARD,1692,0,,
999,,Matiii099,1691,0,,
1000,,Bufalosmamados,1691,0,,
1001,,TheKiller_02,1682,0,,
1002,,MarMunozV,1681,0,,
1003,,SimonGriman,1681,0,,
1004,,BrunoBatman,1680,0,,
1005,,mixmi,1679,0,,
1006,,Essteban1,1676,0,,
1007,,chilanpi,1675,0,,
1008,,Frankarabov,1675,0,,
1009,,Jordin_Perez,1674,0,,
1010,,Jerico88,1673,0,,
1011,,jaimeganeas,1672,0,,
1012,,diegamer,1669,0,,
1013,,NicoEche18,1665,0,,
1014,,Valdor_abe,1663,0,,
1015,,victorrivera,1662,0,,
1016,,Sergito2012,1659,0,,
1017,,Ernestom814,1655,0,,
1018,,pecanji,1653,0,,
1019,,AlexPraizXD,1651,0,,
1020,,Falzr10,1651,0,,
1021,,FrancisCapitan,1649,0,,
1022,,CBR666,1648,0,,
1023,,EUC-DaniTarrillo-15,1648,0,,
1024,,AndersonP2_1,1646,0,,
1025,,rojascarlos,1643,0,,
1026,,Xkeletor,1637,0,,
1027,,Marcelo74,1637,0,,
1028,,Hector_Andres_Puyo,1637,0,,
1029,,santino2842,1635,0,,
1030,,ChessPlayer092007,1634,0,,
1031,,sebastianGM_YT05,1633,0,,
1032,,David-16,1631,0,,
1033,,Jano20abril,1630,0,,
1034,,jjhchess,1624,0,,
1035,,eamigo,1622,0,,
1036,,feenux72684,1621,0,,
1037,,AlexanderSanti,1620,0,,
1038,,Keysi7,1619,0,,
1039,,otrorafamas,1619,0,,
1040,,Laxertor,1603,0,1618,
1041,,Titanlandia,1610,0,,
1042,,Raedham,1608,0,,
1043,,fionadenise31,1608,0,,
1044,,AaronG25,1605,0,,
1045,,alexandeR1745,1604,0,,
1046,,Themanu003,1600,0,,
1047,,DavidSamperPorras,1599,0,,
1048,,Zmajevic88,1648,0,1599,
1049,,Hersanjr,1463,0,1597,
1050,,anarkapunk,1590,0,,
1051,,Mixox45,1589,0,,
1052,,orangesaft,1585,0,,
1053,,RumsSFC,1584,0,,
1054,,Dash99,1580,0,,
1055,,alancitobaja,1580,0,,
1056,,bojackhourseman,1579,0,,
1057,,RAafa123321,1576,0,,
1058,,Yurien,1575,0,,
1059,,Fernandox07,1572,0,,
1060,,jleo18,1570,0,,
1061,,LORD_SFORZA,1568,0,,
1062,,Joyve,1566,0,,
1063,,LittleBirdPlus,1563,0,,
1064,,xNeKroXzZ,1561,0,,
1065,,A_prendiz,1959,0,1558,
1066,,AndresRiveraRamos,1557,0,,
1067,,mantenimiento,1556,0,,
1068,,carlosagurcia,1555,0,,
1069,,DeividGR,1555,0,,
1070,,Darwin6xd,1553,0,,
1071,,AjedrecinxD,1576,0,1553,
1072,,DeathMafia,1552,0,,
1073,,Erikjair220103,1552,0,,
1074,,joseduard57,1549,0,,
1075,,murillo666666,1549,0,,
1076,,Adriii01,1546,0,,
1077,,Leangcruz,1545,0,,
1078,,cesarfer95,1543,0,,
1079,,dave_kzr,1542,0,,
1080,,ivanof_456,1540,0,,
1081,,FGN_Alejandro_GC,1538,0,,
1082,,bosquy,1538,0,,
1083,,mateo_ej,1537,0,,
1084,,FrancoEAM,1536,0,,
1085,,ilanchambon,1534,0,,
1086,,mapapake,1533,0,,
1087,,Juan_Cool,1532,0,,
1088,,Slavorck,1453,0,1531,
1089,,wilopezn,1531,0,,
1090,,Munoz0502,1530,0,,
1091,,mavios,1529,0,,
1092,,Oliver331,1528,0,,
1093,,mynor_morales,1527,0,,
1094,,jheffer20,1526,0,,
1095,,Ingram_Adams,1525,0,,
1096,,Pareja_Matias,1097,0,1525,
1097,,Bryandroid,1521,0,,
1098,,aliasdanielchuquen,1520,0,,
1099,,Darizac41,1519,0,,
1100,,Erick_Nolasco,1519,0,,
1101,,Carlos_YT,1519,0,,
1102,,Alexis_Eguia18,1518,0,,
1103,,Pro_Pato,1517,0,,
1104,,CarpeDiem04,1513,0,,
1105,,NicolasLaverde,1513,0,,
1106,,AlejadroCV17,1509,0,,
1107,,Dr_polvostein,1506,0,,
1108,,jhon-ferrin,1505,0,,
1109,,juanmolinas,1501,0,,
1110,,Castillejo1980,1500,0,,
1111,,raulnb4,1500,0,,
1112,,Maxi-Stone,1500,0,,
1113,,JorgeAlexander,1500,0,,
1114,,Rey_Reyes_1234,1500,0,,
1115,,alemormez,1500,0,,
1116,,samuelsaez,1500,0,,
1117,,KingGoji,1500,0,,
1118,,michael_beltran,1500,0,,
1119,,JesusMesa12,1500,0,,
1120,,Danielete_92,1500,0,,
1121,,rikyventur,1500,0,,
1122,,GoodsPlanUwU,1500,0,,
1123,,Cristopher112,1500,0,,
1124,,afonn,1500,0,,
1125,,Alejandrohidalgo79,1500,0,,
1126,,Pact753,1500,0,,
1127,,MrPainz,1500,0,,
1128,,Xmanuu_7,1500,0,,
1129,,alakar0999,1500,0,,
1130,,JuanDiegoChess,1500,0,,
1131,,DylanPCrack,1500,0,,
1132,,Licmc,1500,0,,
1133,,jaidimusic,1500,0,,
1134,,aluken,1500,0,,
1135,,Ruben_2302,1500,0,,
1136,,TheUnequaledGoose,1500,0,,
1137,,SilverAcross,1500,0,,
1138,,Santi_1204,1500,0,,
1139,,venecho,1500,0,,
1140,,luisonsin,1500,0,,
1141,,Augustoquintana1,1500,0,,
1142,,JulioMR7,1500,0,,
1143,,Alejandro27MM,1500,0,,
1144,,Castrii,1500,0,,
1145,,Danielito13,1500,0,,
1146,,JaimeSantana,1500,0,,
1147,,Caferochi1,1500,0,,
1148,,Teemonio90,1500,0,,
1149,,JaviHugo02,1500,0,,
1150,,Cabo_1,1500,0,,
1151,,shermansdiaz,1500,0,,
1152,,janomartinez73,1500,0,,
1153,,Mario_Rober,1500,0,,
1154,,BrunoFdezSevillano,1500,0,,
1155,,CATAY11,1500,0,,
1156,,Ghost98Killer,1500,0,,
1157,,juansito0senpai,1500,0,,
1158,,ste-ven1201,1500,0,,
1159,,kaneda1234,1500,0,,
1160,,Frostizan,1500,0,,
1161,,ManoloF27,1500,0,,
1162,,joaquinsg06,1500,0,,
1163,,Dionisio_Vicious,1500,0,,
1164,,whylot,1500,0,,
1165,,ciscocaabrera,1500,0,,
1166,,FranFdezSevillano,1500,0,,
1167,,Diharan,1500,0,,
1168,,chess_again,1500,0,,
1169,,Ronin2176,1500,0,,
1170,,oldmonkey,1500,0,,
1171,,THEDAVIS,1500,0,,
1172,,Gustavo_moctezuma,1500,0,,
1173,,Gimenez14,1500,0,,
1174,,jesaispasquoimettre,1500,0,,
1175,,EstickBacks129,1500,0,,
1176,,Rena-stone,1500,0,,
1177,,Koba54,1500,0,,
1178,,JuanCruz1208,1500,0,,
1179,,germancor,1500,0,,
1180,,Destruyeateos,1500,0,,
1181,,Jose1972arce,1500,0,,
1182,,Carsucraft,1500,0,,
1183,,AlfredoAr22,1500,0,,
1184,,DiogoFuentes,1500,0,,
1185,,Covechess,1500,0,,
1186,,David-Chessuwu,1500,0,,
1187,,HBKGARRA,1500,0,,
1188,,venigno,1500,0,,
1189,,AlvaroGonzalezz,1500,0,,
1190,,jorgevivanco,1500,0,,
1191,,Alexbogerd,1500,0,,
1192,,LeonelAkame,1500,0,,
1193,,StefanoA_6CAN,1500,0,,
1194,,ponpokopin2,1500,0,,
1195,,pcaballeromarq,1500,0,,
1196,,Ele36992,1500,0,,
1197,,harce,1500,0,,
1198,,Mario3457,1500,0,,
1199,,Nerhu14,1500,0,,
1200,,ValerioBeauregard,1500,0,,
1201,,Javier36acuarius,1500,0,,
1202,,Angel123David,1500,0,,
1203,,Joaaquin_m_4,1500,0,,
1204,,Bobberhappy,1500,0,,
1205,,bringoler,1500,0,,
1206,,jAblito,1500,0,,
1207,,Br0ne,1500,0,,
1208,,Themateo12,1500,0,,
1209,,Juanjvgj,1500,0,,
1210,,rafa-gar,1500,0,,
1211,,JJSPLAY,1500,0,,
1212,,ramcpc464,1500,0,,
1213,,Weko13,1500,0,,
1214,,vallejo2000,1500,0,,
1215,,ceesar96,1500,0,,
1216,,Eudiceo,1500,0,,
1217,,ElianSSoto,1500,0,,
1218,,bryan_bas,1500,0,,
1219,,Cisar23239,1500,0,,
1220,,Antoniobaez19,1500,0,,
1221,,Lom1932,1500,0,,
1222,,Steve_Endara,1500,0,,
1223,,RichardRex,1500,0,,
1224,,GDAnine,1500,0,,
1225,,felukaso,1500,0,,
1226,,AnthonyPachecoG,1500,0,,
1227,,Rompenalgas,1500,0,,
1228,,Ulloa1104,1500,0,,
1229,,SrBaizaMx,1500,0,,
1230,,Bruno_colasanto,1500,0,,
1231,,Srmilenko,1500,0,,
1232,,Joecali2018,1500,0,,
1233,,Joposepe1991,1500,0,,
1234,,nicooo8,1500,0,,
1235,,EROSNEITOR,1500,0,,
1236,,FacuSP,1500,0,,
1237,,joadi2021,1500,0,,
1238,,Emmiand,1500,0,,
1239,,SoyUnOmbligo7,1500,0,,
1240,,Donvergas69,1500,0,,
1241,,kilo_lol,1500,0,,
1242,,nicozks,1500,0,,
1243,,dariomoran,1500,0,,
1244,,JoaquinUtmazian,1500,0,,
1245,,LokilloMC,1500,0,,
1246,,Manky_420,1500,0,,
1247,,vidal2224,1500,0,,
1248,,Leito98,1500,0,,
1249,,Dprmnk,1500,0,,
1250,,johnse98,1500,0,,
1251,,Oxscvr,1500,0,,
1252,,DonnieDark,1500,0,,
1253,,eric-gs,1500,0,,
1254,,Ronwilliamsv7,1500,0,,
1255,,Barclaii,1500,0,,
1256,,Sacrom-522,1500,0,,
1257,,Daserty07,1500,0,,
1258,,Tebelius,1500,0,,
1259,,adanhvillegas,1500,0,,
1260,,Aaangel99,1500,0,,
1261,,Gatitagolosa69,1500,0,,
1262,,NK073,1500,0,,
1263,,carloslmendez,1500,0,,
1264,,Juan_Beltran,1500,0,,
1265,,crustaceo-chingador,1500,0,,
1266,,RickyEquisP,1500,0,,
1267,,jro_dm,1500,0,,
1268,,soni1973,1500,0,,
1269,,Emlot,1500,0,,
1270,,sm29kr,1500,0,,
1271,,Betguevara,1500,0,,
1272,,CrisChess63,1500,0,,
1273,,AntoniD48,1500,0,,
1274,,equilibrista1,1500,0,,
1275,,Ziko_Chaile,1500,0,,
1276,,Marino679,1500,0,,
1277,,totorade,1500,0,,
1278,,TacoDeSexo,1500,0,,
1279,,D3nys5,1500,0,,
1280,,pipeagp,1500,0,,
1281,,Julisqp07,1500,0,,
1282,,Desconocido123,1498,0,,
1283,,Turkut,1498,0,,
1284,,Udidhevdlxb,1497,0,,
1285,,Guicholandez,1496,0,,
1286,,damayjuana,1538,0,1493,
1287,,tahamezmen,1487,0,,
1288,,Canisa89,1486,0,,
1289,,papayaya,1486,0,,
1290,,HUGOMOKEWA,1485,0,,
1291,,Jean96,1480,0,,
1292,,Sirchufi,1479,0,,
1293,,Strategydead,1477,0,,
1294,,ttbenja04,1476,0,,
1295,,Jalfi40,1473,0,,
1296,,LautaroC,1473,0,,
1297,,takethecanoli,1472,0,,
1298,,Edwin73,1470,0,,
1299,,Luxtis,1468,0,,
1300,,El-Aguililla,1467,0,,
1301,,OmarDH14,1466,0,,
1302,,Mariano743,1465,0,,
1303,,manuelOssioCampos,1465,0,,
1304,,jairo1976,1465,0,,
1305,,crankisito,1464,0,,
1306,,Sebastian_Valencia_S,1463,0,,
1307,,julio__26,1460,0,,
1308,,aldemar8254,1459,0,,
1309,,saulguitar,1459,0,,
1310,,JuanIgnacioGz,1458,0,,
1311,,Flasita,1457,0,,
1312,,DanielLiceaga96,1457,0,,
1313,,ElianMoreno,1452,0,,
1314,,Rafasky007,1452,0,,
1315,,EnriqueVII,1451,0,,
1316,,Piedrecita,1450,0,,
1317,,Jaen_Jesus_SF,1450,0,,
1318,,EmpanadasConMayonesa,1450,0,,
1319,,ArleDjinn,1450,0,,
1320,,pantojamarcos,1449,0,,
1321,,pablusky,1448,0,,
1322,,JhoynnerJimenez,2124,0,1448,
1323,,ChrisUw_45,1447,0,,
1324,,C75252698CRISTIAN,1445,0,,
1325,,pher1077,1444,0,,
1326,,Maurex16,1438,0,,
1327,,bryanyahir03,1438,0,,
1328,,TomiZZZ147,1438,0,,
1329,,Alexvt19,1437,0,,
1330,,ElkinUruena,1436,0,,
1331,,Julian_V21,1436,0,,
1332,,Pavelpadilla,1435,0,,
1333,,deltibero,1435,0,,
1334,,Avensen,1435,0,,
1335,,Sopo-Santiago,1435,0,,
1336,,Madrovia,1434,0,,
1337,,SnoW776,1430,0,,
1338,,JorgeRike,1430,0,,
1339,,Gero_lievano123,1429,0,,
1340,,ahrodoviedo,1428,0,,
1341,,daniel-alca-93,1421,0,,
1342,,Blvckhorsex,1421,0,,
1343,,negroo15,1419,0,,
1344,,YourrealSister,1418,0,,
1345,,Juanchopucallpa123,1414,0,,
1346,,MatiasZ44,1414,0,,
1347,,lautaromoragues,1413,0,,
1348,,lucasdvillegas,1412,0,,
1349,,JorgeOnofrePinaya,1409,0,,
1350,,faabbrrii2,1407,0,,
1351,,Sixel2,1407,0,,
1352,,A61371302ANDRE,1406,0,,
1353,,Ian1509,1405,0,,
1354,,fcabrerab95,1404,0,,
1355,,fOrrest-_-Gump,1401,0,,
1356,,m1gueL0rd,1400,0,,
1357,,PLEC12,1400,0,,
1358,,elmoise20,1400,0,,
1359,,BARRERA-JUAN-M,1327,0,1400,
1360,,pablodiezacero,1396,0,,
1361,,luismocho,1443,0,1395,
1362,,martinnavarrete2C,1387,0,,
1363,,Ditolu,1387,0,,
1364,,DanielCastro2006,1549,0,1387,
1365,,Tomasyupi,1386,0,,
1366,,Miofilio,1384,0,,
1367,,FacuMarket,1383,0,,
1368,,crackzam,1382,0,,
1369,,ANDERX-FISCHER,1378,0,,
1370,,Javs89,1471,0,1378,
1371,,MeGananFacil996,1376,0,,
1372,,Samuel_Maija_Temo,1376,0,,
1373,,Diego_Roja,1376,0,,
1374,,mateoplo,1872,0,1376,
1375,,Franz9980,1372,0,,
1376,,JoacoMagix,1414,0,1371,
1377,,MisterDavid,1370,0,,
1378,,B71559133EDGARD,1370,0,,
1379,,Isanami2255,1369,0,,
1380,,Argturko,1365,0,,
1381,,Weroelmago11,1362,0,,
1382,,alldoce3,1361,0,,
1383,,PlatonRR,1361,0,,
1384,,abrahamrufino914,1356,0,,
1385,,Perreito,1355,0,,
1386,,HectorTrombo,1354,0,,
1387,,DIDIER_RACERO,1352,0,,
1388,,FabianLeon11,1351,0,,
1389,,cristhianbello95,1349,0,,
1390,,manuprieto17,1348,0,,
1391,,jordym14,1345,0,,
1392,,Sarroca,1344,0,,
1393,,Mamo115,1343,0,,
1394,,AlejandroLopp,1343,0,,
1395,,talhoer,1341,0,,
1396,,VEGETTA7777,1338,0,,
1397,,Fedeq22,1288,0,1338,
1398,,Juananca,1336,0,,
1399,,luciamartinez11,1335,0,,
1400,,tatakaetatakae,1334,0,,
1401,,sebasdelaborda,1334,0,,
1402,,Lucianov1,1333,0,,
1403,,JesusBarrientos,1332,0,,
1404,,Pereyra086,1330,0,,
1405,,IsaacMinaya,1330,0,,
1406,,Joacopratta,1330,0,,
1407,,cmarreroq,1329,0,,
1408,,RitterKamerah,1326,0,,
1409,,lejotube,1325,0,,
1410,,Fer_GuzmanB,1325,0,,
1411,,iJLR02,1323,0,,
1412,,IgnacioFS00,1321,0,,
1413,,SergioOliva04,1320,0,,
1414,,urko1982,1318,0,,
1415,,ChessprincessA,1315,0,,
1416,,Facubov,1314,0,,
1417,,Mavv0111,1313,0,,
1418,,Matiaskatic,1313,0,,
1419,,tavo20xk,1311,0,,
1420,,DylanSsehc,1309,0,,
1421,,almighty7382,1307,0,,
1422,,RodrigoGtzR,1301,0,,
1423,,rtarjuel,1299,0,,
1424,,Germanreynosoo,1299,0,,
1425,,Arturup,1296,0,,
1426,,Matiman09,1296,0,,
1427,,Nikc1,1292,0,,
1428,,carcamso,1291,0,,
1429,,irwingiyml,1290,0,,
1430,,Fritoweb,1290,0,,
1431,,lucena,1289,0,,
1432,,wsd5,1287,0,,
1433,,Diegoan10,1286,0,,
1434,,Capuero39,1284,0,,
1435,,Pjopia,1284,0,,
1436,,hhugonzalez1992,1282,0,,
1437,,Khobra,1877,0,1279,
1438,,Diegshin03,1276,0,,
1439,,santi_gar22,1275,0,,
1440,,Serpire,1104,0,1275,
1441,,kingGift,1274,0,,
1442,,MagikarpX,1274,0,,
1443,,ignaciopineda,1268,0,,
1444,,Mariano28,1267,0,,
1445,,bomboro19,1267,0,,
1446,,Diegooxx,1265,0,,
1447,,Estir,1264,0,,
1448,,DAVIDO18268,1263,0,,
1449,,hugoidk2020,1261,0,,
1450,,franlovr,1258,0,,
1451,,Coxoro,1257,0,,
1452,,zl44,1297,0,1257,
1453,,ikergameplaysyt,1256,0,,
1454,,Odiseo1177,1255,0,,
1455,,JaviGrueso,1143,0,1255,
1456,,MarioUrgoMarioUrgo,1252,0,,
1457,,Yaramy,1251,0,,
1458,,Lain3897,1250,0,,
1459,,Yuyu444,1249,0,,
1460,,Jahazziel,1744,0,1247,
1461,,eduardoalberto24,1247,0,,
1462,,Pikazo,1246,0,,
1463,,Soline_Stephany,1246,0,,
1464,,serklo,1246,0,,
1465,,iTsGiovanniDG,1245,0,,
1466,,Montes2151,1244,0,,
1467,,Victor2925,1243,0,,
1468,,xerryff,1317,0,1243,
1469,,JHDark,1242,0,,
1470,,GonzaloEsparrach,1242,0,,
1471,,Gabtron036,1241,0,,
1472,,facuvenezia,1238,0,,
1473,,jmalquezar,1236,0,,
1474,,LegendaryChess01,1234,0,,
1475,,nicolanichocho,1233,0,,
1476,,JuanNan,1089,0,1230,
1477,,LCDLJ,1230,0,,
1478,,Santiagoc99,1229,0,,
1479,,DeLaGhetto,1229,0,,
1480,,eldecididorr,1227,0,,
1481,,gaelucho,2200,0,1221,
1482,,Neofito25,1220,0,,
1483,,MateoAbc99,1218,0,,
1484,,Tian77,1217,0,,
1485,,alesim0,1217,0,,
1486,,JimmyVera,1217,0,,
1487,,Reva5,1217,0,,
1488,,nixon_jose,1216,0,,
